Name,Python,SQL,Azure,Machine_Learning,Docker,Kubernetes,PowerBI,Excel,Java,JavaScript,Git,REST_API,Scrum,Linux,Terraform,Spark,TensorFlow,Data_Analysis,CI_CD,Cloud_Architecture,Azure_DevOps,Microsoft_Fabric,Copilot_Studio,Power_Automate,Power_Apps,Microsoft_365,Azure_AI_Services,Dynamics_365,Azure_Data_Factory,Bicep_ARM,Hired
Xaver_3,4,0,3,3,4,2,2,0,0,3,1,3,1,4,2,4,4,1,2,3,2,0,2,0,3,0,1,2,4,0,1
Yvonne_3,0,3,2,0,3,2,0,0,2,1,2,2,4,4,1,0,2,1,1,3,4,0,2,1,0,3,2,1,3,3,1
Zeno_3,3,0,2,2,4,2,1,4,3,2,4,1,1,2,1,3,4,1,2,2,0,2,4,3,4,1,3,3,0,1,1
Adil_3,4,3,2,4,2,3,2,3,3,3,3,3,0,4,0,3,0,1,4,2,1,4,4,2,1,4,4,4,2,0,1
Bianca_3,3,1,3,0,3,4,3,0,0,0,2,0,2,4,0,2,4,3,2,0,0,4,4,0,1,4,1,4,3,1,1
Cedric_3,1,1,2,2,0,3,4,1,0,0,0,1,4,0,4,0,1,1,0,3,0,4,3,3,0,0,2,3,3,1,1
Daria_3,1,4,2,4,3,4,0,3,1,0,1,1,1,1,4,4,1,3,3,2,2,0,4,3,2,2,3,3,0,3,1
Enrico_3,3,3,1,0,2,3,0,4,3,0,4,2,0,4,3,0,2,1,3,3,2,0,1,2,4,4,1,2,4,3,0
Fatima_3,4,0,1,1,2,4,2,3,1,2,2,3,0,3,3,3,4,1,4,4,4,2,1,2,4,4,2,4,4,3,0
Giorgio_3,0,0,0,1,1,0,0,3,3,2,1,1,0,1,3,3,0,0,4,2,0,0,0,3,2,4,0,1,2,0,0
Hana_3,3,3,1,4,4,1,1,2,3,3,2,1,1,1,3,4,1,0,4,0,0,1,0,1,0,2,3,4,4,0,0
Ibrahim_3,2,1,4,3,1,1,4,3,4,2,2,4,4,1,0,3,3,3,0,4,0,1,4,2,0,0,3,1,0,4,1
Jasmin_3,4,2,0,1,2,2,3,2,0,1,2,0,4,4,1,4,4,4,2,3,4,0,4,0,4,3,2,0,0,2,0
Kemal_3,3,2,1,2,0,1,1,4,2,0,1,3,0,4,4,0,2,0,3,4,4,0,4,3,1,2,0,0,0,3,0
Laila_3,4,1,2,3,3,2,1,0,0,0,1,4,4,3,0,4,3,0,3,3,1,3,3,4,1,0,3,0,4,2,1
Mehmet_3,2,1,2,3,0,1,1,0,4,0,1,3,4,4,0,0,1,0,0,0,1,3,1,2,0,2,2,4,1,2,1
Nadia_3,1,4,3,3,0,0,0,2,4,1,3,2,1,3,2,2,4,2,1,4,2,2,4,4,0,0,2,3,4,3,1
Omar_3,2,0,1,1,4,1,2,4,1,0,2,1,0,1,3,3,0,0,3,0,2,2,4,3,2,0,0,2,4,3,0
Priya_3,3,0,3,3,3,0,1,1,3,1,3,4,0,2,0,4,2,0,4,2,2,4,1,0,2,4,3,3,0,0,1
Reza_3,4,3,2,4,3,3,4,4,4,2,1,3,3,1,1,0,2,2,0,1,4,2,2,4,3,0,4,2,2,2,1
Sadia_3,2,4,0,0,2,4,2,2,1,3,3,0,3,0,3,0,2,3,4,1,3,0,4,0,2,4,4,2,0,3,0
Tarek_3,1,2,2,2,3,1,1,1,1,4,0,1,0,0,1,4,3,4,2,0,4,1,0,2,2,0,2,4,0,4,1
Uma_3,1,2,0,0,4,3,0,4,0,1,1,2,4,2,3,0,3,2,1,0,2,4,2,2,3,2,3,2,4,0,0
Vikram_3,1,2,0,2,1,4,0,0,4,1,2,4,4,4,2,1,3,4,0,1,3,0,0,1,4,4,4,4,3,4,0
Wafa_3,0,4,0,4,3,4,4,3,2,2,1,4,2,1,2,1,2,1,3,2,0,1,3,3,2,0,2,4,4,0,0
Xiao_3,2,3,4,1,3,3,1,4,1,4,1,3,4,1,4,2,2,2,2,0,0,3,3,4,1,4,3,1,1,3,1
Yusuf_3,0,1,0,3,2,4,3,0,1,0,3,0,1,0,1,4,4,3,3,2,1,3,4,1,2,0,2,2,4,4,0
Zara_3,4,0,0,0,2,3,3,3,3,2,3,1,1,4,4,0,1,0,4,4,2,3,3,2,3,1,4,4,2,0,0
Aleksei_3,1,2,3,2,0,4,4,4,4,4,3,2,2,3,2,1,1,0,1,3,4,2,4,4,2,0,2,2,1,0,1
Bogdan_3,2,2,3,3,1,1,2,2,4,0,1,2,1,0,1,4,4,1,0,4,0,4,4,1,0,3,0,2,1,2,1
Csaba_3,4,3,3,4,1,3,2,0,0,3,3,3,2,0,1,2,0,2,0,1,0,2,1,4,2,2,3,4,0,2,1
Dragana_3,0,3,0,4,2,1,4,0,0,1,1,4,3,1,1,2,3,1,3,1,3,2,1,1,0,4,1,0,3,0,0
Eszter_3,3,4,4,1,1,0,3,2,4,3,4,1,2,3,4,1,2,1,2,3,3,3,4,2,4,3,2,0,1,0,1
Florin_3,2,3,3,2,1,3,0,1,3,2,0,2,3,1,3,3,4,3,1,0,2,2,4,1,3,0,4,2,2,2,1
Galina_3,3,3,3,3,3,2,0,2,3,1,2,0,2,3,3,1,4,1,4,1,0,4,4,2,1,4,4,0,0,3,1
Horia_3,0,2,2,4,0,0,4,1,2,4,1,1,4,3,1,2,1,2,2,3,1,4,1,0,0,0,4,0,4,3,1
Ioana_3,3,0,1,2,2,0,1,1,0,2,0,3,3,1,2,0,0,0,4,3,0,0,4,4,1,0,4,3,1,4,0
Jovan_3,2,2,3,4,0,2,2,3,1,0,2,4,3,3,2,3,0,1,3,4,2,3,2,4,4,1,3,0,3,3,1
Kristina_3,2,4,0,3,1,4,0,3,1,3,2,3,4,0,2,2,1,0,0,4,1,1,3,4,1,0,1,3,4,3,0
Luca_3,4,4,1,0,3,2,3,2,2,1,0,2,4,4,3,0,2,1,4,3,4,3,2,1,2,3,3,4,4,0,0
Mirela_3,0,3,0,3,1,0,1,4,0,1,1,3,0,0,3,3,1,4,3,1,4,3,3,0,2,0,3,2,2,4,0
Nikos_3,2,4,2,4,1,1,2,4,1,4,2,4,4,2,3,3,1,2,1,1,4,3,0,2,3,1,1,3,0,0,1
Oana_3,2,1,1,0,4,3,2,0,0,4,3,4,1,0,2,4,1,2,0,1,2,2,3,4,2,2,4,3,2,4,0
Piotr_3,4,1,0,4,1,0,1,2,1,2,4,0,1,4,4,3,2,4,4,4,2,4,3,1,1,0,1,1,0,4,0
Renata_3,1,1,1,3,0,2,0,0,1,4,3,3,3,2,2,4,0,1,4,3,3,3,3,2,2,4,2,4,0,4,0
Sven_3,1,1,2,1,3,4,3,3,2,0,4,3,2,1,0,2,3,2,3,1,4,4,1,3,2,1,0,1,3,2,1
Tatiana_3,4,1,0,4,2,2,0,2,2,4,0,4,2,0,2,3,3,0,2,2,0,4,0,3,4,3,3,1,3,4,0
Ulrika_3,0,0,2,0,4,1,1,1,0,3,0,0,3,0,2,0,4,2,1,4,0,2,2,1,4,2,4,0,3,3,1
Valentina_3,0,0,1,4,1,2,0,1,3,0,2,4,1,4,3,1,0,2,2,4,2,0,2,3,4,0,4,3,0,0,0
Witold_3,0,1,0,1,2,4,0,1,0,1,2,3,0,1,2,1,1,2,0,3,2,1,2,1,4,2,3,1,1,2,0
Xiomara_3,1,1,2,2,3,2,0,3,2,4,2,2,4,3,1,0,4,3,1,4,4,1,3,2,2,1,2,4,4,2,1
Yannick_3,0,4,1,2,1,3,2,0,0,4,1,3,1,3,4,2,2,4,3,4,0,2,0,2,0,1,3,3,2,2,0
Zofia_3,0,1,2,2,1,3,4,1,0,3,4,3,4,4,3,3,3,1,2,2,4,2,3,3,2,0,1,4,0,3,1
Aiko_3,3,2,4,3,4,0,1,4,1,2,4,4,1,4,1,1,2,0,0,2,1,2,3,3,1,3,0,1,1,1,1
Bowen_3,2,2,0,1,1,1,3,0,1,1,4,2,0,3,1,2,0,3,4,3,1,3,3,3,1,0,3,1,2,1,0
Cheng_3,3,2,2,3,4,3,4,0,2,3,4,0,1,4,1,1,2,2,2,4,0,4,4,3,0,1,1,3,1,0,1
Daisuke_3,1,2,3,0,2,3,1,3,1,2,2,3,3,0,2,3,1,1,3,4,0,3,0,2,0,3,0,1,2,1,1
Emi_3,4,4,3,3,0,3,3,3,0,2,3,2,0,4,3,4,2,3,2,4,2,0,1,3,4,3,0,1,0,2,1
Fumiko_3,4,2,1,4,4,3,3,0,3,2,0,0,3,3,2,0,4,2,2,3,2,2,0,4,2,1,2,2,3,0,0
Guangwei_3,3,2,2,0,4,0,2,0,4,3,1,1,0,4,0,1,1,3,3,2,2,3,4,1,4,4,3,0,0,2,1
Hiroshi_3,2,0,1,4,0,3,4,0,2,2,3,3,0,1,2,0,3,0,1,4,2,2,4,4,4,1,0,2,4,3,0
Ingrid_3,1,3,2,1,2,4,0,4,3,1,2,2,0,3,1,0,3,1,2,2,3,4,2,0,1,1,0,2,1,0,1
Jing_3,4,2,4,3,4,3,4,2,4,3,3,4,0,2,2,2,2,3,1,3,3,1,4,1,3,2,3,0,4,0,1
Kofi_3,3,4,2,0,1,4,2,2,2,2,3,3,0,1,4,4,1,4,2,4,3,3,0,2,4,3,1,3,4,1,1
Linh_3,3,4,0,0,3,1,1,0,4,2,1,1,3,4,3,2,1,3,4,2,2,2,0,2,4,4,4,3,1,3,0
Makoto_3,3,3,2,3,1,1,3,2,0,4,2,3,1,0,3,4,3,3,3,1,0,4,1,1,4,4,4,0,4,4,1
Ngo_3,3,0,2,4,1,1,4,3,0,2,0,4,3,4,4,1,1,3,2,1,1,3,1,2,1,2,0,0,1,4,1
Pham_3,3,3,1,4,3,1,1,3,4,0,4,2,1,1,3,0,0,0,3,4,3,3,0,3,2,4,0,4,4,0,0
Rashida_3,3,3,0,2,3,0,2,3,4,3,3,0,0,1,2,4,0,1,2,3,2,1,1,3,1,2,0,2,0,3,0
Sipho_3,3,1,2,2,2,3,2,3,2,4,2,4,0,1,1,4,2,0,1,2,4,2,2,2,1,4,2,3,3,2,1
Thabo_3,1,1,1,4,2,3,2,1,0,1,4,2,1,4,0,2,2,4,4,3,3,4,1,2,1,4,4,2,4,2,0
Uchenna_3,3,3,1,4,3,1,3,3,0,0,2,1,2,1,1,1,2,4,0,1,2,3,3,4,0,4,1,1,2,0,0
Vuyani_3,3,0,2,4,0,2,4,4,4,0,0,3,4,4,1,1,2,1,1,1,3,1,0,4,2,4,2,0,1,0,1
Wanjiku_3,1,4,2,0,1,1,1,4,4,3,3,0,4,0,2,0,1,3,0,3,0,3,1,0,4,4,1,4,3,2,1
Xiulan_3,4,0,4,3,0,3,1,4,4,3,0,2,3,4,2,3,1,2,4,3,4,2,2,2,4,1,2,2,4,4,1
Yerlan_3,2,3,0,1,3,0,2,4,3,3,1,1,0,3,2,0,3,2,4,1,1,0,1,1,2,4,2,2,4,3,0
Zimasa_3,0,2,4,1,4,1,2,1,1,3,1,1,4,1,2,4,3,4,3,2,1,2,3,2,2,1,2,2,2,2,1
Abebe_3,3,2,3,4,3,3,0,3,0,3,2,1,3,2,0,1,1,2,2,2,0,2,3,3,2,4,4,1,1,4,1
Anna_4,4,3,2,0,0,1,1,2,3,4,3,0,3,3,1,2,4,4,3,0,0,0,2,2,4,2,3,2,0,3,1
Ben_4,1,0,2,3,1,1,4,2,4,1,4,0,3,1,2,4,4,2,4,4,2,0,1,0,2,2,3,1,1,2,1
Clara_4,3,1,3,2,2,1,2,2,4,0,1,0,3,3,3,3,0,4,0,4,2,0,4,3,0,4,2,4,3,2,1
David_4,4,2,0,0,4,0,4,0,4,1,4,0,4,3,4,1,0,3,2,3,3,1,2,0,1,4,2,3,4,3,0
Elena_4,0,3,4,2,0,4,3,0,0,1,2,3,1,2,1,4,2,4,3,1,4,2,4,1,1,1,1,2,1,0,1
Felix_4,0,4,4,0,1,4,2,0,2,2,1,1,1,2,1,3,2,1,1,2,0,1,3,0,3,0,3,1,3,0,1
Greta_4,3,3,3,1,1,3,4,0,0,1,4,4,4,0,1,1,0,3,4,2,2,3,1,1,0,4,2,3,2,4,1
Hans_4,0,3,0,0,3,3,3,0,2,2,2,0,3,2,1,0,3,3,0,2,2,0,1,1,1,4,0,1,4,1,0
Ines_4,1,3,0,0,4,1,2,2,4,3,1,3,1,1,4,1,1,2,0,1,0,3,1,2,3,2,2,4,2,0,0
Jonas_4,0,2,0,3,0,1,3,0,4,3,4,4,1,1,0,0,2,1,0,3,0,0,3,3,3,4,3,1,4,0,0
Katja_4,2,3,3,2,1,2,4,2,4,0,3,3,4,1,1,1,4,1,1,1,0,0,3,2,4,0,1,1,2,1,1
Leon_4,2,2,3,4,4,4,4,2,1,2,3,2,1,4,0,3,0,1,1,0,1,0,1,1,3,2,0,4,3,3,1
Maria_4,2,1,4,3,3,1,3,4,2,4,3,0,2,4,2,2,1,2,2,3,4,3,0,2,4,2,0,2,3,0,1
Noah_4,4,1,0,1,3,0,0,4,2,1,2,2,3,3,4,0,4,1,3,4,1,1,1,0,1,2,4,4,1,4,0
Olivia_4,4,4,0,4,2,4,1,4,1,2,1,0,1,4,1,1,4,4,3,1,2,0,3,2,3,4,3,3,3,2,0
Paul_4,1,2,0,0,2,4,2,1,4,4,0,0,3,1,1,3,1,1,3,1,3,3,4,1,1,2,0,1,2,1,0
Quinn_4,3,0,4,1,1,3,1,2,2,0,0,4,2,4,0,4,3,1,3,2,0,4,4,3,1,0,2,2,0,3,1
Rosa_4,2,0,3,3,4,1,3,2,1,4,0,0,4,4,2,1,3,3,3,0,0,2,2,2,4,2,3,2,2,0,1
Stefan_4,0,0,3,1,4,3,1,4,3,2,0,3,4,4,4,3,4,4,3,0,4,0,4,0,4,0,0,1,2,4,1
Tanja_4,4,3,3,0,2,3,3,4,4,0,3,3,0,1,4,1,0,2,0,2,3,0,3,2,2,2,2,1,2,3,1
